{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
0.348   0.435       5     0   200        1.05135     0.00147797   -5.10369e-05
0.435   0.522       5     0   200        1.03876     0.00238804   -7.09628e-05
0.522   0.609       5     0   200        1.03124     0.00263887   -7.39323e-05
0.609   0.696       5     0   200         1.0248     0.00302307   -8.31094e-05
0.696   0.783       5     0   200        1.02296     0.00293146    -8.0358e-05
0.783   0.879       5     0   200        1.00918     0.00374959   -0.000100592
0.879   0.957       5     0   200       0.994193     0.00416737   -0.000106844
0.957   1.044       5     0   200       0.988468     0.00440894   -0.000113836
1.044   1.131       5     0   200       0.985012     0.00418494   -0.000108675
1.131   1.218       5     0   200       0.980064     0.00373472   -0.000101096
1.218   1.305       5     0   200       0.978973     0.00241976   -7.18974e-05
1.305   1.392       5     0   200       0.972576     0.00163729   -5.48736e-05
1.392   1.479       5     0   200       0.965979    0.000910738   -3.94477e-05
1.479   1.566       5     0   200       0.962378    -4.8613e-06   -1.82548e-05
1.566   1.653       5     0   200       0.965848    -0.00151525    1.97723e-05
1.653    1.74       5     0   200       0.963595    -0.00247903    4.42425e-05
1.74    1.83       5     0   200        0.95132    -0.00283739    5.43412e-05
1.83    1.93       5     0   200       0.943647    -0.00308395    5.91313e-05
1.93   2.043       5     0   200       0.934508    -0.00317715    6.17689e-05
2.043   2.172       5     0   200        0.92303    -0.00371986    7.23752e-05
2.172   2.322       5     0   200       0.885855     -0.0027463    3.90053e-05
2.322     2.5       5     0   200       0.797368    -0.00114905   -3.80881e-05
2.5    2.65       5     0   200       0.748329   -0.000665012   -7.94235e-05
2.65   2.853       5     0   200       0.809183    0.000433033     -0.0001005
2.853   2.964       5     0   200       0.928182    0.000817704   -8.21121e-05
2.964   3.139       5     0   200          1.082   -0.000732992   -1.58328e-05
3.139   3.314       5     0   200        1.28233     -0.0050835    0.000104904
3.314   3.489       5     0   200        1.26476    -0.00799748    0.000165558
3.489   3.664       5     0   200        1.17302    -0.00711525    0.000148191
3.664   3.839       5     0   200        1.08851    -0.00609134    0.000123376
3.839   4.013       5     0   200        1.01285    -0.00530543     0.00010402
4.013   4.191       5     0   200       0.968138     -0.0053636    0.000105938
4.191   4.363       5     0   200        0.94615    -0.00615668    0.000124924
4.363   4.538       5     0   200       0.931905    -0.00677122    0.000140321
4.538   4.716       5     0   200       0.930056    -0.00668662    0.000138973
4.716   4.889       5     0   200       0.934483    -0.00606211    0.000126005
4.889   5.191       5     0   200       0.952695    -0.00554078    0.000119968
