{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-0.609  -0.522       5     0   200        1.05163    0.000746464   -2.95055e-05
-0.522  -0.435       5     0   200        1.05695    0.000605935   -2.65269e-05
-0.435  -0.348       5     0   200        1.06042    0.000573796   -2.62695e-05
-0.348  -0.261       5     0   200        1.06396    0.000368786   -2.11982e-05
-0.261  -0.174       5     0   200        1.06784    9.56328e-05   -1.46869e-05
-0.174  -0.087       5     0   200        1.06983   -4.83615e-06   -1.27038e-05
-0.087       0       5     0   200        1.07114   -0.000105005   -1.04547e-05
0   0.087       5     0   200        1.07132   -0.000151054   -9.73124e-06
0.087   0.174       5     0   200        1.06933   -4.93689e-05   -1.24655e-05
0.174   0.261       5     0   200        1.06458    0.000301652    -2.1581e-05
0.261   0.348       5     0   200        1.05796     0.00084441    -3.5675e-05
0.348   0.435       5     0   200         1.0503     0.00140786   -4.98081e-05
0.435   0.522       5     0   200        1.03983     0.00204639   -6.45801e-05
0.522   0.609       5     0   200        1.03098     0.00248205   -7.40425e-05
0.609   0.696       5     0   200        1.02475     0.00270522   -7.84637e-05
0.696   0.783       5     0   200         1.0179      0.0027945   -7.92513e-05
0.783   0.879       5     0   200        1.00986     0.00281651   -7.96571e-05
0.879   0.957       5     0   200        1.00244     0.00271093   -7.69165e-05
0.957   1.044       5     0   200       0.995786     0.00259918   -7.44763e-05
1.044   1.131       5     0   200       0.990437     0.00231561   -6.81349e-05
1.131   1.218       5     0   200       0.985659     0.00190505   -5.82183e-05
1.218   1.305       5     0   200       0.981031     0.00138888   -4.47399e-05
1.305   1.392       5     0   200       0.975289    0.000975704   -3.45397e-05
1.392   1.479       5     0   200       0.969592    0.000544976   -2.46467e-05
1.479   1.566       5     0   200       0.963847    9.47922e-05   -1.47568e-05
1.566   1.653       5     0   200       0.957819   -0.000409944   -3.88059e-06
1.653    1.74       5     0   200        0.95156   -0.000958385    8.06955e-06
1.74    1.83       5     0   200       0.941861    -0.00129483    1.42578e-05
1.83    1.93       5     0   200        0.92716    -0.00143264    1.41691e-05
1.93   2.043       5     0   200       0.903193    -0.00175242    1.39633e-05
2.043   2.172       5     0   200       0.873006    -0.00182416    5.50307e-06
2.172   2.322       5     0   200       0.859801    -0.00159137   -5.97698e-06
2.322     2.5       5     0   200       0.875348    -0.00131111     -1.484e-05
2.5    2.65       5     0   200       0.907101     -0.0012866   -1.38888e-05
2.65   2.853       5     0   200        0.94965    -0.00104974   -1.62153e-05
2.853   2.964       5     0   200       0.992183    -0.00148184   -2.01887e-06
2.964   3.139       5     0   200        1.02501    -0.00205368    1.47477e-05
3.139   3.314       5     0   200        1.05836    -0.00273439    3.34007e-05
3.314   3.489       5     0   200         1.0925    -0.00399677    6.70784e-05
3.489   3.664       5     0   200        1.12435    -0.00539636    0.000105224
3.664   3.839       5     0   200        1.10819    -0.00642615    0.000128603
3.839   4.013       5     0   200        1.05842    -0.00632176    0.000127679
4.013   4.191       5     0   200        1.01847    -0.00624726    0.000127196
4.191   4.363       5     0   200       0.981496    -0.00601217    0.000121805
4.363   4.538       5     0   200       0.955854    -0.00578078    0.000117085
4.538   4.716       5     0   200       0.944661    -0.00595898    0.000121991
4.716   4.889       5     0   200       0.939062     -0.0063525    0.000132857
4.889   5.191       5     0   200       0.936588    -0.00638397    0.000134383
