{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-0.696  -0.609       5     0   200        1.12918    -0.00432049    0.000157391
-0.609  -0.522       5     0   200        1.13382    -0.00434778    0.000155755
-0.522  -0.435       5     0   200        1.13579    -0.00418664    0.000150982
-0.435  -0.348       5     0   200        1.13545    -0.00395229    0.000145204
-0.348  -0.261       5     0   200        1.13408    -0.00383977    0.000142244
-0.261  -0.174       5     0   200        1.13097    -0.00347606    0.000130678
-0.174  -0.087       5     0   200        1.12505     -0.0028107     0.00011088
-0.087       0       5     0   200        1.11812    -0.00214991    9.18513e-05
0   0.087       5     0   200        1.11076    -0.00153338    7.37493e-05
0.087   0.174       5     0   200        1.10222   -0.000871161    5.47126e-05
0.174   0.261       5     0   200        1.09167   -3.55578e-05    3.16903e-05
0.261   0.348       5     0   200        1.08293    0.000691437    1.10094e-05
0.348   0.435       5     0   200         1.0766     0.00106931    5.50711e-08
0.435   0.522       5     0   200        1.06511     0.00161362   -1.29024e-05
0.522   0.609       5     0   200        1.05462     0.00205281    -2.2293e-05
0.609   0.696       5     0   200        1.04504     0.00263225   -3.58628e-05
0.696   0.783       5     0   200         1.0307     0.00338959   -5.39017e-05
0.783   0.879       5     0   200        1.01766     0.00363744   -5.96901e-05
0.879   0.957       5     0   200        1.00725     0.00349572   -5.44718e-05
0.957   1.044       5     0   200       0.998119     0.00335202   -4.80511e-05
1.044   1.131       5     0   200       0.991481     0.00293959   -3.38876e-05
1.131   1.218       5     0   200       0.986777     0.00224173   -1.14162e-05
1.218   1.305       5     0   200       0.981513     0.00137904    1.83547e-05
1.305   1.392       5     0   200       0.975619    0.000512696    4.82314e-05
1.392   1.479       5     0   200       0.969168   -0.000336416    7.63635e-05
1.479   1.566       5     0   200       0.959858   -0.000946648    9.71498e-05
1.566   1.653       5     0   200       0.945321    -0.00113042    0.000102902
1.653    1.74       5     0   200       0.927552    -0.00100822    9.74931e-05
1.74    1.83       5     0   200       0.901598   -0.000115053     6.6632e-05
1.83    1.93       5     0   200       0.864956     0.00154381    9.70664e-06
1.93   2.043       5     0   200       0.817261      0.0026923   -4.93889e-05
2.043   2.172       5     0   200       0.769508     0.00383121   -0.000111734
2.172   2.322       5     0   200       0.756465     0.00525282   -0.000167352
2.322     2.5       5     0   200        0.78223      0.0074711   -0.000232152
2.5    2.65       5     0   200       0.822825      0.0091685   -0.000280458
2.65   2.853       5     0   200       0.874592     0.00997023   -0.000304038
2.853   2.964       5     0   200       0.921689      0.0093338   -0.000290516
2.964   3.139       5     0   200        0.95724     0.00814083   -0.000261015
3.139   3.314       5     0   200       0.995721     0.00630801   -0.000212293
3.314   3.489       5     0   200        1.03516     0.00395596   -0.000146559
3.489   3.664       5     0   200        1.06809     0.00207942   -9.25345e-05
3.664   3.839       5     0   200        1.05439    0.000622874   -5.67694e-05
3.839   4.013       5     0   200         1.0075    0.000383258   -4.92858e-05
4.013   4.191       5     0   200       0.969151    0.000259825   -4.48098e-05
4.191   4.363       5     0   200       0.932304    0.000444021   -4.86359e-05
4.363   4.538       5     0   200       0.905621    0.000786423   -5.66457e-05
4.538   4.716       5     0   200       0.893816    0.000676253   -5.35799e-05
4.716   4.889       5     0   200       0.886785    0.000449344   -4.71047e-05
4.889   5.191       5     0   200        0.88307     0.00057274   -4.96914e-05
