{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-0.609  -0.522       5     0   200        1.14454    -0.00564161     0.00019464
-0.522  -0.435       5     0   200        1.15238    -0.00601191    0.000203744
-0.435  -0.348       5     0   200         1.1581    -0.00632282    0.000212033
-0.348  -0.261       5     0   200        1.16221    -0.00674308    0.000223549
-0.261  -0.174       5     0   200        1.16534    -0.00706557    0.000231244
-0.174  -0.087       5     0   200        1.16393    -0.00694854    0.000227534
-0.087       0       5     0   200        1.16065    -0.00675512    0.000222479
0   0.087       5     0   200        1.15461     -0.0063225    0.000209875
0.087   0.174       5     0   200        1.14647     -0.0057265    0.000192452
0.174   0.261       5     0   200        1.13676    -0.00501898    0.000172871
0.261   0.348       5     0   200        1.12786    -0.00434845    0.000154158
0.348   0.435       5     0   200        1.11946    -0.00383771      0.0001402
0.435   0.522       5     0   200        1.10594     -0.0031618    0.000123717
0.522   0.609       5     0   200        1.09413    -0.00262916     0.00011106
0.609   0.696       5     0   200        1.08482    -0.00213801    9.94913e-05
0.696   0.783       5     0   200        1.07174    -0.00159873    8.70388e-05
0.783   0.879       5     0   200        1.05898    -0.00141536    8.19399e-05
0.879   0.957       5     0   200        1.04802    -0.00149234    8.41582e-05
0.957   1.044       5     0   200        1.03821    -0.00150829    8.50119e-05
1.044   1.131       5     0   200        1.02972     -0.0016207    8.78766e-05
1.131   1.218       5     0   200        1.02163    -0.00184651    9.42993e-05
1.218   1.305       5     0   200        1.01193    -0.00207825    0.000103209
1.305   1.392       5     0   200        1.00245    -0.00239419     0.00011434
1.392   1.479       5     0   200       0.994142    -0.00290315    0.000129812
1.479   1.566       5     0   200       0.985309    -0.00346095    0.000146449
1.566   1.653       5     0   200       0.974528    -0.00406393     0.00016195
1.653    1.74       5     0   200       0.962233    -0.00461866     0.00017393
1.74    1.83       5     0   200       0.942877    -0.00468644    0.000169265
1.83    1.93       5     0   200        0.91512    -0.00439028    0.000150681
1.93   2.043       5     0   200       0.874394    -0.00452354    0.000130079
2.043   2.172       5     0   200       0.830945     -0.0044551    0.000102207
2.172   2.322       5     0   200       0.821929    -0.00391639    7.42214e-05
2.322     2.5       5     0   200       0.853057    -0.00262914    3.79785e-05
2.5    2.65       5     0   200       0.897618    -0.00156276    1.00789e-05
2.65   2.853       5     0   200       0.950114   -0.000926005   -6.14832e-06
2.853   2.964       5     0   200       0.995513    -0.00133702    2.03901e-06
2.964   3.139       5     0   200        1.02711    -0.00195404    1.54354e-05
3.139   3.314       5     0   200        1.05878    -0.00271785    3.34254e-05
3.314   3.489       5     0   200        1.09249    -0.00399688    6.70806e-05
3.489   3.664       5     0   200        1.12435    -0.00539636    0.000105224
3.664   3.839       5     0   200        1.10819    -0.00642615    0.000128603
3.839   4.013       5     0   200        1.05842    -0.00632176    0.000127679
4.013   4.191       5     0   200        1.01847    -0.00624726    0.000127196
4.191   4.363       5     0   200       0.981496    -0.00601217    0.000121805
4.363   4.538       5     0   200       0.955854    -0.00578078    0.000117085
4.538   4.716       5     0   200       0.944661    -0.00595898    0.000121991
4.716   4.889       5     0   200       0.939062     -0.0063525    0.000132857
4.889   5.191       5     0   200       0.936588    -0.00638397    0.000134383
