{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
0.348   0.435       5     0   200        1.05495     0.00258539   -3.40636e-05
0.435   0.522       5     0   200        1.04117     0.00329484   -5.14803e-05
0.522   0.609       5     0   200        1.03283     0.00338112   -5.26479e-05
0.609   0.696       5     0   200         1.0225     0.00436134   -8.06931e-05
0.696   0.783       5     0   200        1.02983     0.00369598   -6.70458e-05
0.783   0.879       5     0   200        1.02773     0.00339782   -5.87619e-05
0.879   0.957       5     0   200        1.01368       0.003368   -4.96692e-05
0.957   1.044       5     0   200        1.02282     0.00270144   -3.31259e-05
1.044   1.131       5     0   200        1.01459     0.00367224   -5.87258e-05
1.131   1.218       5     0   200       0.999716     0.00444641   -8.20705e-05
1.218   1.305       5     0   200        0.98743     0.00370341   -6.27271e-05
1.305   1.392       5     0   200       0.973468     0.00301423    -4.1518e-05
1.392   1.479       5     0   200       0.960972     0.00186331   -2.27678e-06
1.479   1.566       5     0   200        0.94692     0.00103863    2.89992e-05
1.566   1.653       5     0   200       0.944251   -0.000937949    9.28692e-05
1.653    1.74       5     0   200       0.940937    -0.00335835    0.000172058
1.74    1.83       5     0   200       0.927636    -0.00596581     0.00025833
1.83    1.93       5     0   200       0.931955    -0.00904013    0.000351416
1.93   2.043       5     0   200        0.91375    -0.00862498    0.000345231
2.043   2.172       5     0   200       0.866757    -0.00469567    0.000214047
2.172   2.322       5     0   200       0.774039     0.00431372   -8.26389e-05
2.322     2.5       5     0   200       0.665673      0.0102479   -0.000339315
2.5    2.65       5     0   200       0.634575      0.0127636   -0.000459428
2.65   2.853       5     0   200       0.718928      0.0139699   -0.000480983
2.853   2.964       5     0   200       0.852617      0.0123126   -0.000402348
2.964   3.139       5     0   200         1.0134     0.00909624   -0.000283824
3.139   3.314       5     0   200        1.21427     0.00388081    -0.00013131
3.314   3.489       5     0   200        1.20578    -0.00025717   -3.69598e-05
3.489   3.664       5     0   200        1.12052   -0.000141833   -3.55309e-05
3.664   3.839       5     0   200        1.03967    0.000388681   -4.72499e-05
3.839   4.013       5     0   200       0.964768     0.00101419   -6.23797e-05
4.013   4.191       5     0   200        0.91935     0.00102202   -6.30404e-05
4.191   4.363       5     0   200       0.896828    0.000289623   -4.58365e-05
4.363   4.538       5     0   200       0.882254   -0.000263991   -3.23033e-05
4.538   4.716       5     0   200       0.879944    -0.00010616   -3.54511e-05
4.716   4.889       5     0   200       0.882036     0.00078225   -5.47871e-05
4.889   5.191       5     0   200       0.894653     0.00192084   -7.66415e-05
