{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
0.348   0.435       5     0   200        1.11261    -0.00383191     0.00014465
0.435   0.522       5     0   200        1.09529    -0.00284724     0.00012006
0.522   0.609       5     0   200        1.08452    -0.00262494    0.000116072
0.609   0.696       5     0   200        1.07781    -0.00220401    0.000104101
0.696   0.783       5     0   200        1.07705    -0.00214541     9.9344e-05
0.783   0.879       5     0   200        1.06194    -0.00118707    7.50138e-05
0.879   0.957       5     0   200        1.03822   -0.000161379    5.39978e-05
0.957   1.044       5     0   200        1.04417   -0.000472891    6.04925e-05
1.044   1.131       5     0   200        1.03961    2.71861e-05    4.73204e-05
1.131   1.218       5     0   200        1.02982    0.000266484    3.66546e-05
1.218   1.305       5     0   200         1.0232   -0.000939841    6.48765e-05
1.305   1.392       5     0   200        1.00896    -0.00135692    7.42131e-05
1.392   1.479       5     0   200       0.992906    -0.00169813    8.31227e-05
1.479   1.566       5     0   200       0.981644     -0.0024432    0.000103726
1.566   1.653       5     0   200       0.978886    -0.00402443    0.000148234
1.653    1.74       5     0   200         0.9696    -0.00545671    0.000193221
1.74    1.83       5     0   200       0.946577    -0.00665331    0.000233007
1.83    1.93       5     0   200       0.943762    -0.00867991    0.000292937
1.93   2.043       5     0   200       0.931653    -0.00917449    0.000313632
2.043   2.172       5     0   200        0.90997    -0.00896946    0.000293801
2.172   2.322       5     0   200       0.850979    -0.00556472    0.000169367
2.322     2.5       5     0   200       0.756083    -0.00286599    2.14073e-05
2.5    2.65       5     0   200       0.726523    -0.00138499    -5.9566e-05
2.65   2.853       5     0   200       0.805857     0.00044633   -9.91651e-05
2.853   2.964       5     0   200       0.928186    0.000817222   -8.20951e-05
2.964   3.139       5     0   200          1.082   -0.000732992   -1.58328e-05
3.139   3.314       5     0   200        1.28233     -0.0050835    0.000104904
3.314   3.489       5     0   200        1.26476    -0.00799748    0.000165558
3.489   3.664       5     0   200        1.17302    -0.00711525    0.000148191
3.664   3.839       5     0   200        1.08851    -0.00609134    0.000123376
3.839   4.013       5     0   200        1.01285    -0.00530543     0.00010402
4.013   4.191       5     0   200       0.968138     -0.0053636    0.000105938
4.191   4.363       5     0   200        0.94615    -0.00615668    0.000124924
4.363   4.538       5     0   200       0.931905    -0.00677122    0.000140321
4.538   4.716       5     0   200       0.930056    -0.00668662    0.000138973
4.716   4.889       5     0   200       0.934483    -0.00606211    0.000126005
4.889   5.191       5     0   200       0.952695    -0.00554078    0.000119968
