{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
2.964   3.139       5     0   200       0.990751     0.00305718   -0.000114696
3.139   3.314       5     0   200        1.03397    0.000683253   -4.48283e-05
3.314   3.489       5     0   200        1.07707    -0.00225919    3.96414e-05
3.489   3.664       5     0   200        1.11303    -0.00468282    0.000110082
3.664   3.839       5     0   200        1.10194    -0.00643753    0.000154345
3.839   4.013       5     0   200        1.05548    -0.00666384    0.000161798
4.013   4.191       5     0   200         1.0168    -0.00669432    0.000163533
4.191   4.363       5     0   200       0.979433    -0.00643053     0.00015734
4.363   4.538       5     0   200       0.952268    -0.00607786    0.000149796
4.538   4.716       5     0   200       0.937741    -0.00594133    0.000147106
4.716   4.889       5     0   200       0.929604    -0.00611365    0.000153102
4.889   5.191       5     0   200       0.922417    -0.00570025    0.000143246
