DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.022221338003873825" 
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.0079474421218037605" 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.016839519143104553" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.013358981348574162" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.03123820573091507" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.062379535287618637" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.049948848783969879" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.062091868370771408" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.068220242857933044" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.055553346872329712" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.019868604838848114" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.042098797857761383" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.033397454768419266" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.078095510601997375" 
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.15594883263111115" 
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.1248721182346344" 
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.15522967278957367" 
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.17055061459541321" 
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.022221338003873825" 
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.0079474421218037605" 
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.016839519143104553" 
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.013358981348574162" 
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.03123820573091507" 
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.062379535287618637" 
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.049948848783969879" 
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.062091868370771408" 
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))+0.068220242857933044" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.085488580167293549" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.040247067809104919" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.056061446666717529" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.090011447668075562" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.14123427867889404" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.29833781719207764" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.26005309820175171" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.21832282841205597" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.21624395251274109" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.028496192768216133" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.013415688648819923" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.01868714950978756" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.030003815889358521" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.047078091651201248" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.099445939064025879" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.086684361100196838" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.07277427613735199" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))-0.072081319987773895" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.085488580167293549" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.040247067809104919" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.056061446666717529" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.090011447668075562" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.14123427867889404" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.29833781719207764" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.26005309820175171" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.21832282841205597" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.21624395251274109" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.028496192768216133" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.013415688648819923" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.01868714950978756" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.030003815889358521" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.047078091651201248" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.099445939064025879" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.086684361100196838" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.07277427613735199" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.0252+-0.00263732*log(x+19)*log(x+18)*(3-0.372237*log(x+18))+0.072081319987773895" 
2, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))" 
2, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))" 
2, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.1596544086933136" 
2, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.05114663764834404" 
2, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.088545218110084534" 
2, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.083771392703056335" 
2, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.1849178820848465" 
2, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.3508220911026001" 
2, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.42817828059196472" 
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.22817061841487885" 
2, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.24269974231719971" 
2, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.045615546405315399" 
2, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.014613324776291847" 
2, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.025298632681369781" 
2, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.023934684693813324" 
2, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.052833680063486099" 
2, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.10023488104343414" 
2, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.12233664840459824" 
2, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.065191604197025299" 
2, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))-0.069342784583568573" 
2, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.1596544086933136" 
2, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.05114663764834404" 
2, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.088545218110084534" 
2, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.083771392703056335" 
2, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.1849178820848465" 
2, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.3508220911026001" 
2, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.42817828059196472" 
2, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.22817061841487885" 
2, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.24269974231719971" 
2, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.045615546405315399" 
2, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.014613324776291847" 
2, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.025298632681369781" 
2, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.023934684693813324" 
2, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.052833680063486099" 
2, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.10023488104343414" 
2, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.12233664840459824" 
2, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.065191604197025299" 
2, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.885007+0.00159965*log(x+19)*log(x+18)*(3-0.320398*log(x+18))+0.069342784583568573" 
0, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))" 
0, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))" 
0, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.05439353734254837" 
0, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.016492579132318497" 
0, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.017301365733146667" 
0, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.014144605025649071" 
0, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.015795128419995308" 
0, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.016265010461211205" 
0, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.05125650018453598" 
0, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.08231847733259201" 
0, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.16305074095726013" 
0, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.021757414564490318" 
0, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.0065970313735306263" 
0, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.006920546293258667" 
0, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.0056578419171273708" 
0, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.0063180513679981232" 
0, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.0065060043707489967" 
0, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.020502600818872452" 
0, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.032927390187978745" 
0, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))-0.065220296382904053" 
0, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.05439353734254837" 
0, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.016492579132318497" 
0, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.017301365733146667" 
0, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.014144605025649071" 
0, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.015795128419995308" 
0, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.016265010461211205" 
0, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.05125650018453598" 
0, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.08231847733259201" 
0, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.16305074095726013" 
0, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.021757414564490318" 
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.0065970313735306263" 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.006920546293258667" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.0056578419171273708" 
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.0063180513679981232" 
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.0065060043707489967" 
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.020502600818872452" 
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.032927390187978745" 
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.882297+0.00426142*log(x+19)*log(x+18)*(3-0.411195*log(x+18))+0.065220296382904053" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.082013309001922607" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.028583943843841553" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.02318202331662178" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.021555807441473007" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.023836411535739899" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.025335056707262993" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.072879984974861145" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.10221889615058899" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.763354+0.0081767*log(x+19)*log(x+18)*(3-0.399925*log(x+18))-0.19588053226470947" 
