CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.01454+((-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18))))))))-0.016346273943781853)" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.01454+((-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18))))))))-0.019113931804895401)" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.01454+((-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18))))))))-0.033117629587650299)" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.01454+((-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18))))))))-0.052344750612974167)" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.01454+((-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18))))))))-0.072787880897521973)" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.01454+((-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18))))))))-0.049307003617286682)" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.01454+((-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18))))))))-0.058728713542222977)" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.09337761253118515" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.036730833351612091" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.040865685790777206" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.047784827649593353" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.082794070243835449" 
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.13086187839508057" 
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.18196970224380493" 
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.12326750904321671" 
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.14682178199291229" 
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.03735104575753212" 
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.014692332595586777" 
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.016346273943781853" 
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.019113931804895401" 
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.033117629587650299" 
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.052344750612974167" 
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.072787880897521973" 
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.049307003617286682" 
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.01454+(-(0.000570005*(log(x+19)*(log(x+18)*(3-(-(0.360097*log(x+18)))))))))+0.058728713542222977" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.09079*((1.+(0.180764*x))/(1.+(0.216797*x)))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.09079*((1.+(0.180764*x))/(1.+(0.216797*x)))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.14589560031890869" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.042189307510852814" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.040379554033279419" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.038113951683044434" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.043118208646774292" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.045257844030857086" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.10087831318378448" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.13596910238265991" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.17518603801727295" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.048631865531206131" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.014063102193176746" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.013459851965308189" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.012704650871455669" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.014372736215591431" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.015085947699844837" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.033626105636358261" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.045323032885789871" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))-0.058395344763994217" 
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.14589560031890869" 
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.042189307510852814" 
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.040379554033279419" 
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.038113951683044434" 
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.043118208646774292" 
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.045257844030857086" 
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.10087831318378448" 
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.13596910238265991" 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.17518603801727295" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.048631865531206131" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.014063102193176746" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.013459851965308189" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.012704650871455669" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.014372736215591431" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.015085947699844837" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.033626105636358261" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.045323032885789871" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.09079*((1.+(0.180764*x))/(1.+(0.216797*x))))+0.058395344763994217" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x)))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x)))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.15458837151527405" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.053015593439340591" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.066919900476932526" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.069126777350902557" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.11898474395275116" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.18454445898532867" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.21305495500564575" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.16250903904438019" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.18902692198753357" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.051529459655284882" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.017671864479780197" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.022306634113192558" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.023042259737849236" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.039661582559347153" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.061514820903539658" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.071018315851688385" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.054169680923223495" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))-0.063008971512317657" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.15458837151527405" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.053015593439340591" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.066919900476932526" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.069126777350902557" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.11898474395275116" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.18454445898532867" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.21305495500564575" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.16250903904438019" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.18902692198753357" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.051529459655284882" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.017671864479780197" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.022306634113192558" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.023042259737849236" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.039661582559347153" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.061514820903539658" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.071018315851688385" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.054169680923223495" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.941966*((1.+(0.0241018*x))/(1.+(0.0248776*x))))+0.063008971512317657" 
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x)))" 
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x)))" 
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.1537763923406601" 
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.050705436617136002" 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.057414546608924866" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.91423*((1.+(0.00958053*x))/(1.+(0.010132*x))))-0.052904844284057617" 
