DeepFlavour;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.10877241939306259" 
2, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.096656471490859985" 
2, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.10989730805158615" 
2, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.12157130241394043" 
2, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.1550547182559967" 
2, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.1779310405254364" 
2, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.14317682385444641" 
2, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.083331704139709473" 
2, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.034065559506416321" 
2, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.031077833846211433" 
2, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.027616133913397789" 
2, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.031399231404066086" 
2, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.034734658896923065" 
2, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.044301345944404602" 
2, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.050837442278862" 
2, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.908648*((1.+(0.00516407*x))/(1.+(0.00564675*x))))+0.040907666087150574" 
0, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "1.43763+-0.000337048*x+2.22072e-07*x*x+-4.85489/x" 
0, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(1.43763+-0.000337048*x+2.22072e-07*x*x+-4.85489/x)*(1-(0.0526747+8.27233e-05*x+-1.12281e-07*x*x))" 
0, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.43763+-0.000337048*x+2.22072e-07*x*x+-4.85489/x)*(1-(0.0427523+0.000100325*x+-1.34487e-07*x*x))" 
0, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.43763+-0.000337048*x+2.22072e-07*x*x+-4.85489/x)*(1-(0.0296561))" 
0, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(1.43763+-0.000337048*x+2.22072e-07*x*x+-4.85489/x)*(1+(0.0526747+8.27233e-05*x+-1.12281e-07*x*x))" 
0, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.43763+-0.000337048*x+2.22072e-07*x*x+-4.85489/x)*(1+(0.0427523+0.000100325*x+-1.34487e-07*x*x))" 
0, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.43763+-0.000337048*x+2.22072e-07*x*x+-4.85489/x)*(1+(0.0296561))" 
1, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "1.40779+-0.00094558*x+8.74982e-07*x*x+-4.67814/x" 
1, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(1.40779+-0.00094558*x+8.74982e-07*x*x+-4.67814/x)*(1-(0.100661+0.000294578*x+-3.2739e-07*x*x))" 
1, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.40779+-0.00094558*x+8.74982e-07*x*x+-4.67814/x)*(1-(0.0870395+0.000323013*x+-3.57485e-07*x*x))" 
1, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.40779+-0.00094558*x+8.74982e-07*x*x+-4.67814/x)*(1-(0.0511708))" 
1, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(1.40779+-0.00094558*x+8.74982e-07*x*x+-4.67814/x)*(1+(0.100661+0.000294578*x+-3.2739e-07*x*x))" 
1, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.40779+-0.00094558*x+8.74982e-07*x*x+-4.67814/x)*(1+(0.0870395+0.000323013*x+-3.57485e-07*x*x))" 
1, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.40779+-0.00094558*x+8.74982e-07*x*x+-4.67814/x)*(1+(0.0511708))" 
2, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.952956+0.000569069*x+-1.88872e-06*x*x+1.25729e-09*x*x*x" 
2, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.952956+0.000569069*x+-1.88872e-06*x*x+1.25729e-09*x*x*x)*(1-(0.232956+0.000143975*x+-1.66524e-07*x*x))" 
2, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.952956+0.000569069*x+-1.88872e-06*x*x+1.25729e-09*x*x*x)*(1-(0.181036+0.00018716*x+-2.08392e-07*x*x))" 
2, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.952956+0.000569069*x+-1.88872e-06*x*x+1.25729e-09*x*x*x)*(1-(0.143241))" 
2, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.952956+0.000569069*x+-1.88872e-06*x*x+1.25729e-09*x*x*x)*(1+(0.232956+0.000143975*x+-1.66524e-07*x*x))" 
2, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.952956+0.000569069*x+-1.88872e-06*x*x+1.25729e-09*x*x*x)*(1+(0.181036+0.00018716*x+-2.08392e-07*x*x))" 
2, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.952956+0.000569069*x+-1.88872e-06*x*x+1.25729e-09*x*x*x)*(1+(0.143241))" 
3, iterativefit, central, 1, 0.0, 2.5, 20.0, 10000, -15, 1.1, 1.0
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, -15, 0, 0.0
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0, 0.08, 1.52297210693
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.08, 0.2, (1.76805+-3.06347*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.2, 0.28, (1.01094+0.722079*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.28, 0.36, (1.86161+-2.31604*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.36, 0.44, (1.19857+-0.474264*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.44, 0.52, (1.77893+-1.79325*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.52, 0.6, (0.207711+1.22832*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.6, 0.68, (1.04279+-0.163483*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.68, 0.76, (1.45258+-0.766115*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.76, 0.82, (0.701785+0.221778*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.82, 0.86, (1.98105+-1.3383*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.86, 0.9, (0.648764+0.210868*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.9, 0.935, (1.51599+-0.752711*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.935, 0.965, (2.01235+-1.28358*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.965, 0.995, (4.51534+-3.87735*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.995, 1.1, 0.657372355461
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, -15, 0, 0.0
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0, 0.08, 1.2471818924
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.08, 0.2, (1.30304+-0.698256*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.2, 0.28, (1.24598+-0.41295*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.28, 0.36, (1.39213+-0.934899*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.36, 0.44, (0.83353+0.616759*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.44, 0.52, (1.38486+-0.636275*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.52, 0.6, (1.25521+-0.386941*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.6, 0.68, (0.656744+0.610504*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.68, 0.76, (1.25582+-0.270487*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.76, 0.82, (1.92367+-1.14924*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.82, 0.86, (0.70645+0.335175*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.86, 0.9, (0.464006+0.617087*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.9, 0.935, (2.35871+-1.48814*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.935, 0.965, (2.04446+-1.15204*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.965, 0.995, (3.97853+-3.15626*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.995, 1.1, 0.838049769402
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, -15, 0, 0.0
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0, 0.08, 1.27944493294
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.08, 0.2, (1.34033+-0.761015*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.2, 0.28, (1.3868+-0.993408*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.28, 0.36, (1.22706+-0.422908*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.36, 0.44, (1.03828+0.101499*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.44, 0.52, (1.06982+0.0298202*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.52, 0.6, (1.86587+-1.50104*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.6, 0.68, (0.511034+0.75701*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.68, 0.76, (0.904888+0.177813*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.76, 0.82, (1.42766+-0.510039*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.82, 0.86, (1.58547+-0.702494*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.86, 0.9, (0.591253+0.45357*x)
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.9, 0.935, (1.95373+-1.06029*x)
